filename,width,height,class,xmin,ymin,xmax,ymax
00576.jpg,1280,720,rumex,17,31,1218,720
002_00001.jpg,1280,720,rumex,181,123,276,224
002_00001.jpg,1280,720,rumex,1,100,145,390
024_hand_bush00066.jpg,1280,720,rumex,457,214,816,528
00331.jpg,1280,720,rumex,381,1,1097,609
00661.jpg,1280,720,rumex,50,33,1122,685
023_top_bush00071.jpg,1280,720,rumex,591,45,1130,645
028_00121.jpg,1280,720,rumex,542,271,882,564
018_top_grass00031.jpg,1280,720,rumex,180,31,274,115
018_top_grass00031.jpg,1280,720,rumex,674,28,713,57
018_top_grass00041.jpg,1280,720,rumex,758,2,826,116
018_top_grass00041.jpg,1280,720,rumex,669,117,711,154
018_top_grass00041.jpg,1280,720,rumex,169,98,258,184
018_top_grass00041.jpg,1280,720,rumex,64,1,159,57
021_top_bush00011.jpg,1280,720,rumex,619,1,869,17
022_top_bush00171.jpg,1280,720,rumex,387,1,746,271
00006.jpg,1280,720,rumex,97,2,734,659
025_hand_grass00086.jpg,1280,720,rumex,352,313,819,428
01296.jpg,1280,720,rumex,1,8,645,553
01746.jpg,1280,720,rumex,15,17,1150,720
021_top_bush00111.jpg,1280,720,rumex,546,310,960,680
001_00036.jpg,1280,720,rumex,621,29,976,252
001_00036.jpg,1280,720,rumex,242,1,353,88
001_00036.jpg,1280,720,rumex,341,68,373,100
021_top_bush00121.jpg,1280,720,rumex,521,365,930,718
008_00066.jpg,1280,720,rumex,511,249,744,409
00321.jpg,1280,720,rumex,392,1,1089,607
021_top_bush00101.jpg,1280,720,rumex,534,301,930,652
00406.jpg,1280,720,rumex,131,1,1037,716
00431.jpg,1280,720,rumex,77,1,1106,713
00991.jpg,1280,720,rumex,24,1,725,718
00811.jpg,1280,720,rumex,1,19,1247,712
004_00301.jpg,1280,720,rumex,470,1,1045,540
00711.jpg,1280,720,rumex,13,9,1259,703
01811.jpg,1280,720,rumex,4,3,970,720
005_00191.jpg,1280,720,rumex,448,631,595,720
004_00296.jpg,1280,720,rumex,461,1,1010,497
01541.jpg,1280,720,rumex,19,1,902,680
00026.jpg,1280,720,rumex,2,18,616,648
017_top_grass00031.jpg,1280,720,rumex,622,132,694,170
017_top_grass00031.jpg,1280,720,rumex,447,43,561,123
00886.jpg,1280,720,rumex,13,6,1132,720
024_hand_bush00161.jpg,1280,720,rumex,499,166,843,463
028_00076.jpg,1280,720,rumex,483,1,831,240
018_top_grass00026.jpg,1280,720,rumex,185,15,268,98
018_top_grass00036.jpg,1280,720,rumex,168,53,256,147
018_top_grass00036.jpg,1280,720,rumex,758,1,816,61
018_top_grass00036.jpg,1280,720,rumex,674,70,713,102
024_hand_bush00091.jpg,1280,720,rumex,495,231,893,564
005_00176.jpg,1280,720,rumex,450,429,664,609
01511.jpg,1280,720,rumex,1,73,1077,704
004_00271.jpg,1280,720,rumex,330,35,507,284
00551.jpg,1280,720,rumex,16,58,1216,720
01256.jpg,1280,720,rumex,2,1,580,443
005_00181.jpg,1280,720,rumex,459,489,675,677
00761.jpg,1280,720,rumex,49,9,1207,691
024_hand_bush00086.jpg,1280,720,rumex,501,228,858,553
017_top_grass00196.jpg,1280,720,rumex,716,548,787,594
017_top_grass00196.jpg,1280,720,rumex,536,548,650,614
024_hand_bush00056.jpg,1280,720,rumex,401,230,752,555
022_top_bush00216.jpg,1280,720,rumex,422,62,800,720
01376.jpg,1280,720,rumex,5,1,707,381
00276.jpg,1280,720,rumex,403,1,1032,503
002_00136.jpg,1280,720,rumex,215,1,476,411
002_00136.jpg,1280,720,rumex,901,335,1154,720
002_00136.jpg,1280,720,rumex,367,475,697,720
002_00136.jpg,1280,720,rumex,1,606,159,720
002_00136.jpg,1280,720,rumex,739,638,1009,720
01341.jpg,1280,720,rumex,1,1,623,636
001_00141.jpg,1280,720,rumex,855,17,1045,197
001_00141.jpg,1280,720,rumex,956,218,1011,278
022_top_bush00041.jpg,1280,720,rumex,298,1,941,335
025_hand_grass00126.jpg,1280,720,rumex,566,288,1042,418
00771.jpg,1280,720,rumex,1,11,1206,704
025_hand_grass00076.jpg,1280,720,rumex,408,332,838,433
01276.jpg,1280,720,rumex,1,5,616,473
00986.jpg,1280,720,rumex,17,1,692,712
00826.jpg,1280,720,rumex,1,31,1190,714
00931.jpg,1280,720,rumex,1,4,996,717
025_hand_grass00066.jpg,1280,720,rumex,519,397,879,483
00816.jpg,1280,720,rumex,1,36,1205,708
025_hand_grass00031.jpg,1280,720,rumex,604,213,834,275
025_hand_grass00081.jpg,1280,720,rumex,366,328,824,439
01696.jpg,1280,720,rumex,1,32,1032,712
002_00161.jpg,1280,720,rumex,181,28,473,504
002_00161.jpg,1280,720,rumex,213,580,322,720
00206.jpg,1280,720,rumex,511,1,1016,436
019_top_grass00131.jpg,1280,720,rumex,626,615,679,695
003_00056.jpg,1280,720,rumex,479,172,990,314
00221.jpg,1280,720,rumex,471,1,999,459
025_hand_grass00016.jpg,1280,720,rumex,702,39,933,122
01631.jpg,1280,720,rumex,1,8,1021,691
00951.jpg,1280,720,rumex,10,1,911,708
026_00041.jpg,1280,720,rumex,835,76,951,217
027_00011.jpg,1280,720,rumex,533,231,593,374
027_00011.jpg,1280,720,rumex,271,1,367,101
003_00121.jpg,1280,720,rumex,482,200,698,375
001_00056.jpg,1280,720,rumex,690,1,752,81
001_00056.jpg,1280,720,rumex,548,128,716,215
001_00056.jpg,1280,720,rumex,527,214,924,444
001_00056.jpg,1280,720,rumex,448,1,559,78
001_00056.jpg,1280,720,rumex,55,91,201,243
018_top_grass00126.jpg,1280,720,rumex,739,480,831,611
018_top_grass00126.jpg,1280,720,rumex,815,327,866,410
026_00051.jpg,1280,720,rumex,830,130,950,267
018_top_grass00111.jpg,1280,720,rumex,133,537,228,620
018_top_grass00111.jpg,1280,720,rumex,32,435,115,481
018_top_grass00111.jpg,1280,720,rumex,789,433,868,540
018_top_grass00111.jpg,1280,720,rumex,855,294,897,372
022_top_bush00191.jpg,1280,720,rumex,367,1,737,518
026_00026.jpg,1280,720,rumex,848,1,960,133
00926.jpg,1280,720,rumex,21,1,994,720
01641.jpg,1280,720,rumex,1,1,974,682
022_top_bush00066.jpg,1280,720,rumex,154,256,751,652
024_hand_bush00051.jpg,1280,720,rumex,397,254,742,564
024_hand_bush00121.jpg,1280,720,rumex,513,283,911,621
00631.jpg,1280,720,rumex,40,1,1193,688
002_00046.jpg,1280,720,rumex,788,1,882,178
002_00046.jpg,1280,720,rumex,925,1,1070,121
002_00046.jpg,1280,720,rumex,1,574,144,717
002_00046.jpg,1280,720,rumex,187,583,270,661
01601.jpg,1280,720,rumex,1,5,955,683
00736.jpg,1280,720,rumex,39,12,1268,688
001_00031.jpg,1280,720,rumex,678,9,956,175
001_00031.jpg,1280,720,rumex,275,1,330,34
001_00031.jpg,1280,720,rumex,368,4,398,40
002_00081.jpg,1280,720,rumex,1,22,248,189
002_00081.jpg,1280,720,rumex,516,1,732,180
002_00081.jpg,1280,720,rumex,555,4,978,404
002_00081.jpg,1280,720,rumex,762,308,888,548
002_00081.jpg,1280,720,rumex,836,138,1255,523
002_00081.jpg,1280,720,rumex,985,1,1195,174
028_00066.jpg,1280,720,rumex,658,28,844,168
004_00291.jpg,1280,720,rumex,430,1,989,446
019_top_grass00106.jpg,1280,720,rumex,737,516,821,579
019_top_grass00106.jpg,1280,720,rumex,707,417,763,491
028_00136.jpg,1280,720,rumex,575,460,906,720
022_top_bush00051.jpg,1280,720,rumex,269,86,898,429
017_top_grass00136.jpg,1280,720,rumex,656,311,739,370
017_top_grass00136.jpg,1280,720,rumex,515,356,616,420
01671.jpg,1280,720,rumex,19,1,979,716
027_00076.jpg,1280,720,rumex,478,364,567,506
027_00076.jpg,1280,720,rumex,718,634,781,720
005_00161.jpg,1280,720,rumex,399,223,608,392
002_00116.jpg,1280,720,rumex,1,263,196,517
002_00116.jpg,1280,720,rumex,258,1,487,166
002_00116.jpg,1280,720,rumex,382,228,718,557
002_00116.jpg,1280,720,rumex,524,455,947,720
002_00116.jpg,1280,720,rumex,761,355,1090,523
002_00116.jpg,1280,720,rumex,901,78,1190,551
002_00116.jpg,1280,720,rumex,862,492,1225,720
017_top_grass00236.jpg,1280,720,rumex,510,341,648,419
017_top_grass00236.jpg,1280,720,rumex,727,363,824,425
017_top_grass00191.jpg,1280,720,rumex,715,585,780,628
017_top_grass00191.jpg,1280,720,rumex,517,594,647,661
01571.jpg,1280,720,rumex,1,5,982,691
01466.jpg,1280,720,rumex,1,101,961,709
028_00081.jpg,1280,720,rumex,478,1,835,268
002_00006.jpg,1280,720,rumex,1,146,142,419
002_00006.jpg,1280,720,rumex,181,155,275,249
018_top_grass00136.jpg,1280,720,rumex,682,465,776,605
018_top_grass00136.jpg,1280,720,rumex,765,305,813,401
01716.jpg,1280,720,rumex,12,8,1136,709
003_00156.jpg,1280,720,rumex,636,135,847,309
018_top_grass00051.jpg,1280,720,rumex,674,207,705,241
018_top_grass00051.jpg,1280,720,rumex,760,96,831,209
018_top_grass00051.jpg,1280,720,rumex,169,172,255,258
018_top_grass00051.jpg,1280,720,rumex,74,68,160,125
025_hand_grass00156.jpg,1280,720,rumex,564,293,904,370
024_hand_bush00026.jpg,1280,720,rumex,460,254,784,565
01486.jpg,1280,720,rumex,1,43,1041,701
005_00151.jpg,1280,720,rumex,408,124,601,283
00166.jpg,1280,720,rumex,599,1,1053,363
027_00046.jpg,1280,720,rumex,376,200,470,343
027_00046.jpg,1280,720,rumex,618,461,688,620
017_top_grass00041.jpg,1280,720,rumex,621,263,691,304
017_top_grass00041.jpg,1280,720,rumex,450,177,566,254
018_top_grass00161.jpg,1280,720,rumex,485,385,576,537
018_top_grass00161.jpg,1280,720,rumex,571,220,615,326
021_top_bush00091.jpg,1280,720,rumex,524,199,902,550
022_top_bush00081.jpg,1280,720,rumex,136,449,582,720
021_top_bush00071.jpg,1280,720,rumex,496,104,886,420
024_hand_bush00126.jpg,1280,720,rumex,476,258,886,588
026_00076.jpg,1280,720,rumex,833,266,956,416
026_00076.jpg,1280,720,rumex,712,30,837,180
021_top_bush00031.jpg,1280,720,rumex,534,1,907,204
01636.jpg,1280,720,rumex,1,7,1050,705
022_top_bush00196.jpg,1280,720,rumex,345,1,721,569
003_00081.jpg,1280,720,rumex,433,221,878,386
018_top_grass00076.jpg,1280,720,rumex,177,305,260,383
018_top_grass00076.jpg,1280,720,rumex,79,199,155,251
018_top_grass00076.jpg,1280,720,rumex,784,214,855,310
018_top_grass00076.jpg,1280,720,rumex,840,69,885,148
024_hand_bush00191.jpg,1280,720,rumex,542,213,804,428
00176.jpg,1280,720,rumex,600,1,1054,407
022_top_bush00106.jpg,1280,720,rumex,582,1,945,439
003_00041.jpg,1280,720,rumex,475,201,881,360
00046.jpg,1280,720,rumex,1,143,435,631
017_top_grass00146.jpg,1280,720,rumex,695,402,760,456
017_top_grass00146.jpg,1280,720,rumex,524,446,637,506
018_top_grass00151.jpg,1280,720,rumex,573,426,661,570
018_top_grass00151.jpg,1280,720,rumex,655,265,701,359
003_00131.jpg,1280,720,rumex,575,124,773,308
01456.jpg,1280,720,rumex,1,106,828,719
018_top_grass00181.jpg,1280,720,rumex,445,298,531,416
018_top_grass00181.jpg,1280,720,rumex,547,152,585,244
01266.jpg,1280,720,rumex,1,16,597,485
00766.jpg,1280,720,rumex,1,15,1226,719
00311.jpg,1280,720,rumex,387,1,1084,554
026_00066.jpg,1280,720,rumex,832,197,954,351
026_00066.jpg,1280,720,rumex,713,1,842,120
017_top_grass00106.jpg,1280,720,rumex,519,175,640,252
017_top_grass00106.jpg,1280,720,rumex,697,123,766,185
022_top_bush00091.jpg,1280,720,rumex,613,51,921,286
026_00106.jpg,1280,720,rumex,878,467,1000,657
026_00106.jpg,1280,720,rumex,747,248,885,392
004_00326.jpg,1280,720,rumex,508,257,1099,720
01351.jpg,1280,720,rumex,6,1,623,600
017_top_grass00101.jpg,1280,720,rumex,680,84,754,148
017_top_grass00101.jpg,1280,720,rumex,516,142,631,226
00326.jpg,1280,720,rumex,401,1,1094,617
017_top_grass00116.jpg,1280,720,rumex,694,180,770,236
017_top_grass00116.jpg,1280,720,rumex,528,226,642,302
023_top_bush00151.jpg,1280,720,rumex,524,480,742,720
024_hand_bush00071.jpg,1280,720,rumex,479,210,841,534
018_top_grass00106.jpg,1280,720,rumex,163,495,255,580
018_top_grass00106.jpg,1280,720,rumex,60,394,144,443
018_top_grass00106.jpg,1280,720,rumex,798,386,871,493
018_top_grass00106.jpg,1280,720,rumex,858,249,900,323
026_00056.jpg,1280,720,rumex,833,144,953,292
026_00056.jpg,1280,720,rumex,728,1,841,64
002_00141.jpg,1280,720,rumex,187,1,456,454
002_00141.jpg,1280,720,rumex,885,397,1067,701
002_00141.jpg,1280,720,rumex,325,524,672,720
002_00141.jpg,1280,720,rumex,4,634,135,720
004_00331.jpg,1280,720,rumex,528,331,1127,720
001_00146.jpg,1280,720,rumex,842,91,1031,286
001_00146.jpg,1280,720,rumex,953,297,1005,355
026_00151.jpg,1280,720,rumex,830,577,985,717
01356.jpg,1280,720,rumex,1,4,648,536
019_top_grass00101.jpg,1280,720,rumex,765,490,844,547
019_top_grass00101.jpg,1280,720,rumex,727,388,787,461
005_00131.jpg,1280,720,rumex,478,1,659,131
017_top_grass00076.jpg,1280,720,rumex,471,521,585,615
017_top_grass00076.jpg,1280,720,rumex,631,617,707,680
028_00131.jpg,1280,720,rumex,567,378,918,689
018_top_grass00116.jpg,1280,720,rumex,89,556,201,653
018_top_grass00116.jpg,1280,720,rumex,1,444,77,493
018_top_grass00116.jpg,1280,720,rumex,785,458,871,568
018_top_grass00116.jpg,1280,720,rumex,863,312,906,384
01431.jpg,1280,720,rumex,1,100,705,696
002_00196.jpg,1280,720,rumex,179,131,618,475
026_00036.jpg,1280,720,rumex,837,49,955,190
023_top_bush00076.jpg,1280,720,rumex,592,80,1133,682
024_hand_bush00036.jpg,1280,720,rumex,463,312,786,622
023_top_bush00126.jpg,1280,720,rumex,551,412,1011,720
019_top_grass00136.jpg,1280,720,rumex,617,654,679,714
001_00066.jpg,1280,720,rumex,1,94,133,268
001_00066.jpg,1280,720,rumexw,436,266,871,511
001_00066.jpg,1280,720,rumexw,482,168,673,260
001_00066.jpg,1280,720,rumexw,653,1,830,121
001_00066.jpg,1280,720,rumexw,399,1,533,100
017_top_grass00056.jpg,1280,720,rumex,468,307,584,394
017_top_grass00056.jpg,1280,720,rumex,633,399,710,448
01606.jpg,1280,720,rumex,2,1,975,690
00051.jpg,1280,720,rumex,1,144,398,647
030_00026.jpg,1280,720,rumex,733,324,936,608
00411.jpg,1280,720,rumex,150,1,1051,714
022_top_bush00151.jpg,1280,720,rumex,550,569,711,684
01446.jpg,1280,720,rumex,1,65,905,700
01306.jpg,1280,720,rumex,1,12,633,568
023_top_bush00141.jpg,1280,720,rumex,521,463,770,720
00806.jpg,1280,720,rumex,13,12,1238,706
00011.jpg,1280,720,rumex,109,22,707,654
018_top_grass00096.jpg,1280,720,rumex,180,436,266,514
018_top_grass00096.jpg,1280,720,rumex,76,341,158,386
018_top_grass00096.jpg,1280,720,rumex,803,317,875,419
018_top_grass00096.jpg,1280,720,rumex,859,172,896,257
017_top_grass00281.jpg,1280,720,rumex,423,243,628,362
017_top_grass00281.jpg,1280,720,rumex,766,267,894,361
027_00026.jpg,1280,720,rumex,256,66,384,231
027_00026.jpg,1280,720,rumex,515,332,579,492
028_00116.jpg,1280,720,rumex,513,220,855,517
023_top_bush00021.jpg,1280,720,rumex,631,1,817,92
003_00076.jpg,1280,720,rumex,451,189,918,338
01311.jpg,1280,720,rumex,10,15,680,559
004_00116.jpg,1280,720,rumex,347,300,871,669
024_hand_bush00136.jpg,1280,720,rumex,417,228,809,553
00741.jpg,1280,720,rumex,29,9,1247,685
00336.jpg,1280,720,rumex,366,1,1068,622
030_00006.jpg,1280,720,rumex,656,243,878,520
00056.jpg,1280,720,rumex,1,177,359,649
024_hand_bush00021.jpg,1280,720,rumex,477,260,810,573
01006.jpg,1280,720,rumex,1,1,557,710
017_top_grass00111.jpg,1280,720,rumex,536,200,642,270
017_top_grass00111.jpg,1280,720,rumex,695,148,769,212
001_00176.jpg,1280,720,rumex,708,308,913,549
001_00176.jpg,1280,720,rumex,911,520,965,592
001_00176.jpg,1280,720,rumex,399,201,559,380
001_00176.jpg,1280,720,rumex,1078,1,1280,218
002_00461.jpg,1280,720,rumex,761,271,935,529
002_00461.jpg,1280,720,rumex,751,44,1042,291
026_00021.jpg,1280,720,rumex,848,1,959,110
024_hand_bush00111.jpg,1280,720,rumex,550,276,948,622
021_top_bush00151.jpg,1280,720,rumex,398,523,617,713
00066.jpg,1280,720,rumex,1,196,247,659
003_00136.jpg,1280,720,rumex,588,117,771,291
026_00146.jpg,1280,720,rumex,819,545,966,685
005_00186.jpg,1280,720,rumex,458,568,671,720
01501.jpg,1280,720,rumex,1,54,1047,697
01771.jpg,1280,720,rumex,15,12,1166,720
025_hand_grass00036.jpg,1280,720,rumex,607,242,838,303
028_00111.jpg,1280,720,rumex,488,172,847,469
026_00096.jpg,1280,720,rumex,872,381,995,557
026_00096.jpg,1280,720,rumex,739,156,877,303
00786.jpg,1280,720,rumex,17,5,1276,720
01426.jpg,1280,720,rumex,1,119,671,690
019_top_grass00091.jpg,1280,720,rumex,765,454,848,512
019_top_grass00091.jpg,1280,720,rumex,738,358,791,426
003_00086.jpg,1280,720,rumex,415,269,835,444
00521.jpg,1280,720,rumex,6,23,1222,720
023_top_bush00086.jpg,1280,720,rumex,586,148,1120,720
017_top_grass00081.jpg,1280,720,rumex,458,568,569,668
017_top_grass00081.jpg,1280,720,rumex,616,670,690,720
001_00196.jpg,1280,720,rumex,659,295,919,564
001_00196.jpg,1280,720,rumex,941,494,988,566
001_00196.jpg,1280,720,rumex,284,231,479,446
021_top_bush00056.jpg,1280,720,rumex,512,22,901,313
027_00056.jpg,1280,720,rumex,439,229,548,388
027_00056.jpg,1280,720,rumex,690,491,747,644
002_00471.jpg,1280,720,rumex,681,149,964,446
002_00471.jpg,1280,720,rumex,721,374,893,634
004_00276.jpg,1280,720,rumex,396,1,859,328
01336.jpg,1280,720,rumex,1,1,607,648
021_top_bush00126.jpg,1280,720,rumex,498,410,903,719
027_00071.jpg,1280,720,rumex,493,311,591,457
027_00071.jpg,1280,720,rumex,735,581,797,720
022_top_bush00181.jpg,1280,720,rumex,396,62,763,409
022_top_bush00141.jpg,1280,720,rumex,585,412,784,720
008_00116.jpg,1280,720,rumex,425,564,695,720
004_00261.jpg,1280,720,rumex,182,1,348,214
008_00036.jpg,1280,720,rumex,521,26,750,188
019_top_grass00061.jpg,1280,720,rumex,652,286,731,341
019_top_grass00061.jpg,1280,720,rumex,629,179,691,257
027_00106.jpg,1280,720,rumex,378,631,466,720
027_00096.jpg,1280,720,rumex,430,532,528,674
01316.jpg,1280,720,rumex,1,17,704,595
00446.jpg,1280,720,rumex,50,1,1153,719
022_top_bush00206.jpg,1280,720,rumex,375,1,729,652
00401.jpg,1280,720,rumex,151,1,1085,688
005_00141.jpg,1280,720,rumex,442,74,633,223
017_top_grass00026.jpg,1280,720,rumex,612,68,690,104
017_top_grass00026.jpg,1280,720,rumex,432,1,559,61
017_top_grass00221.jpg,1280,720,rumex,729,465,806,520
017_top_grass00221.jpg,1280,720,rumex,486,443,633,522
00421.jpg,1280,720,rumex,105,1,1058,715
00136.jpg,1280,720,rumex,704,1,1104,304
00641.jpg,1280,720,rumex,27,11,1188,684
022_top_bush00086.jpg,1280,720,rumex,614,1,923,224
00861.jpg,1280,720,rumex,1,102,1183,720
023_top_bush00106.jpg,1280,720,rumex,546,300,1075,720
025_hand_grass00061.jpg,1280,720,rumex,554,438,869,514
008_00026.jpg,1280,720,rumex,536,1,757,97
00486.jpg,1280,720,rumex,8,1,1206,720
017_top_grass00151.jpg,1280,720,rumex,718,444,782,494
017_top_grass00151.jpg,1280,720,rumex,543,485,653,554
00731.jpg,1280,720,rumex,46,15,1218,656
00381.jpg,1280,720,rumex,215,1,1005,667
023_top_bush00036.jpg,1280,720,rumex,627,1,1128,250
002_00491.jpg,1280,720,rumex,651,346,856,475
002_00491.jpg,1280,720,rumex,701,426,928,666
002_00491.jpg,1280,720,rumex,747,551,972,720
005_00171.jpg,1280,720,rumex,441,363,650,532
00546.jpg,1280,720,rumex,1,10,1210,719
004_00076.jpg,1280,720,rumex,522,1,674,112
00441.jpg,1280,720,rumex,50,1,1152,718
026_00131.jpg,1280,720,rumex,930,623,1039,720
026_00131.jpg,1280,720,rumex,797,433,945,573
005_00136.jpg,1280,720,rumex,468,24,661,180
003_00111.jpg,1280,720,rumex,408,304,671,484
00776.jpg,1280,720,rumex,3,10,1157,720
022_top_bush00236.jpg,1280,720,rumex,429,357,840,720
00916.jpg,1280,720,rumex,1,17,1023,702
027_00036.jpg,1280,720,rumex,305,137,411,292
027_00036.jpg,1280,720,rumex,553,400,628,546
021_top_bush00026.jpg,1280,720,rumex,533,1,902,176
017_top_grass00291.jpg,1280,720,rumex,748,331,885,432
017_top_grass00291.jpg,1280,720,rumex,419,301,621,423
00726.jpg,1280,720,rumex,66,17,1245,653
026_00071.jpg,1280,720,rumex,834,231,954,384
026_00071.jpg,1280,720,rumex,699,1,835,146
024_hand_bush00156.jpg,1280,720,rumex,489,171,866,486
002_00016.jpg,1280,720,rumex,1,228,145,498
002_00016.jpg,1280,720,rumex,195,244,275,328
00871.jpg,1280,720,rumex,1,87,1153,706
025_hand_grass00041.jpg,1280,720,rumex,622,256,858,319
022_top_bush00096.jpg,1280,720,rumex,603,117,923,340
01796.jpg,1280,720,rumex,7,9,1115,720
004_00111.jpg,1280,720,rumex,333,238,864,606
030_00036.jpg,1280,720,rumex,744,271,953,555
01536.jpg,1280,720,rumex,1,7,928,683
023_top_bush00016.jpg,1280,720,rumex,661,1,775,35
027_00041.jpg,1280,720,rumex,342,174,445,332
027_00041.jpg,1280,720,rumex,598,443,650,583
01801.jpg,1280,720,rumex,12,6,1162,720
004_00286.jpg,1280,720,rumex,418,1,950,408
001_00051.jpg,1280,720,rumex,702,1,761,68
001_00051.jpg,1280,720,rumex,561,114,938,404
001_00051.jpg,1280,720,rumex,485,1,576,60
001_00051.jpg,1280,720,rumex,99,71,248,228
